"행정구역","2015년_거주자_총인구수","2015년_거주자_연령구간인구수","2015년_거주자_0~9세","2015년_거주자_10~19세","2015년_거주자_20~29세","2015년_거주자_30~39세","2015년_거주자_40~49세","2015년_거주자_50~59세","2015년_거주자_60~69세","2015년_거주자_70~79세","2015년_거주자_80~89세","2015년_거주자_90~99세","2015년_거주자_100세 이상","2015년_남_거주자_총인구수","2015년_남_거주자_연령구간인구수","2015년_남_거주자_0~9세","2015년_남_거주자_10~19세","2015년_남_거주자_20~29세","2015년_남_거주자_30~39세","2015년_남_거주자_40~49세","2015년_남_거주자_50~59세","2015년_남_거주자_60~69세","2015년_남_거주자_70~79세","2015년_남_거주자_80~89세","2015년_남_거주자_90~99세","2015년_남_거주자_100세 이상","2015년_여_거주자_총인구수","2015년_여_거주자_연령구간인구수","2015년_여_거주자_0~9세","2015년_여_거주자_10~19세","2015년_여_거주자_20~29세","2015년_여_거주자_30~39세","2015년_여_거주자_40~49세","2015년_여_거주자_50~59세","2015년_여_거주자_60~69세","2015년_여_거주자_70~79세","2015년_여_거주자_80~89세","2015년_여_거주자_90~99세","2015년_여_거주자_100세 이상","2016년_거주자_총인구수","2016년_거주자_연령구간인구수","2016년_거주자_0~9세","2016년_거주자_10~19세","2016년_거주자_20~29세","2016년_거주자_30~39세","2016년_거주자_40~49세","2016년_거주자_50~59세","2016년_거주자_60~69세","2016년_거주자_70~79세","2016년_거주자_80~89세","2016년_거주자_90~99세","2016년_거주자_100세 이상","2016년_남_거주자_총인구수","2016년_남_거주자_연령구간인구수","2016년_남_거주자_0~9세","2016년_남_거주자_10~19세","2016년_남_거주자_20~29세","2016년_남_거주자_30~39세","2016년_남_거주자_40~49세","2016년_남_거주자_50~59세","2016년_남_거주자_60~69세","2016년_남_거주자_70~79세","2016년_남_거주자_80~89세","2016년_남_거주자_90~99세","2016년_남_거주자_100세 이상","2016년_여_거주자_총인구수","2016년_여_거주자_연령구간인구수","2016년_여_거주자_0~9세","2016년_여_거주자_10~19세","2016년_여_거주자_20~29세","2016년_여_거주자_30~39세","2016년_여_거주자_40~49세","2016년_여_거주자_50~59세","2016년_여_거주자_60~69세","2016년_여_거주자_70~79세","2016년_여_거주자_80~89세","2016년_여_거주자_90~99세","2016년_여_거주자_100세 이상","2017년_거주자_총인구수","2017년_거주자_연령구간인구수","2017년_거주자_0~9세","2017년_거주자_10~19세","2017년_거주자_20~29세","2017년_거주자_30~39세","2017년_거주자_40~49세","2017년_거주자_50~59세","2017년_거주자_60~69세","2017년_거주자_70~79세","2017년_거주자_80~89세","2017년_거주자_90~99세","2017년_거주자_100세 이상","2017년_남_거주자_총인구수","2017년_남_거주자_연령구간인구수","2017년_남_거주자_0~9세","2017년_남_거주자_10~19세","2017년_남_거주자_20~29세","2017년_남_거주자_30~39세","2017년_남_거주자_40~49세","2017년_남_거주자_50~59세","2017년_남_거주자_60~69세","2017년_남_거주자_70~79세","2017년_남_거주자_80~89세","2017년_남_거주자_90~99세","2017년_남_거주자_100세 이상","2017년_여_거주자_총인구수","2017년_여_거주자_연령구간인구수","2017년_여_거주자_0~9세","2017년_여_거주자_10~19세","2017년_여_거주자_20~29세","2017년_여_거주자_30~39세","2017년_여_거주자_40~49세","2017년_여_거주자_50~59세","2017년_여_거주자_60~69세","2017년_여_거주자_70~79세","2017년_여_거주자_80~89세","2017년_여_거주자_90~99세","2017년_여_거주자_100세 이상","2018년_거주자_총인구수","2018년_거주자_연령구간인구수","2018년_거주자_0~9세","2018년_거주자_10~19세","2018년_거주자_20~29세","2018년_거주자_30~39세","2018년_거주자_40~49세","2018년_거주자_50~59세","2018년_거주자_60~69세","2018년_거주자_70~79세","2018년_거주자_80~89세","2018년_거주자_90~99세","2018년_거주자_100세 이상","2018년_남_거주자_총인구수","2018년_남_거주자_연령구간인구수","2018년_남_거주자_0~9세","2018년_남_거주자_10~19세","2018년_남_거주자_20~29세","2018년_남_거주자_30~39세","2018년_남_거주자_40~49세","2018년_남_거주자_50~59세","2018년_남_거주자_60~69세","2018년_남_거주자_70~79세","2018년_남_거주자_80~89세","2018년_남_거주자_90~99세","2018년_남_거주자_100세 이상","2018년_여_거주자_총인구수","2018년_여_거주자_연령구간인구수","2018년_여_거주자_0~9세","2018년_여_거주자_10~19세","2018년_여_거주자_20~29세","2018년_여_거주자_30~39세","2018년_여_거주자_40~49세","2018년_여_거주자_50~59세","2018년_여_거주자_60~69세","2018년_여_거주자_70~79세","2018년_여_거주자_80~89세","2018년_여_거주자_90~99세","2018년_여_거주자_100세 이상","2019년_거주자_총인구수","2019년_거주자_연령구간인구수","2019년_거주자_0~9세","2019년_거주자_10~19세","2019년_거주자_20~29세","2019년_거주자_30~39세","2019년_거주자_40~49세","2019년_거주자_50~59세","2019년_거주자_60~69세","2019년_거주자_70~79세","2019년_거주자_80~89세","2019년_거주자_90~99세","2019년_거주자_100세 이상","2019년_남_거주자_총인구수","2019년_남_거주자_연령구간인구수","2019년_남_거주자_0~9세","2019년_남_거주자_10~19세","2019년_남_거주자_20~29세","2019년_남_거주자_30~39세","2019년_남_거주자_40~49세","2019년_남_거주자_50~59세","2019년_남_거주자_60~69세","2019년_남_거주자_70~79세","2019년_남_거주자_80~89세","2019년_남_거주자_90~99세","2019년_남_거주자_100세 이상","2019년_여_거주자_총인구수","2019년_여_거주자_연령구간인구수","2019년_여_거주자_0~9세","2019년_여_거주자_10~19세","2019년_여_거주자_20~29세","2019년_여_거주자_30~39세","2019년_여_거주자_40~49세","2019년_여_거주자_50~59세","2019년_여_거주자_60~69세","2019년_여_거주자_70~79세","2019년_여_거주자_80~89세","2019년_여_거주자_90~99세","2019년_여_거주자_100세 이상","2020년_거주자_총인구수","2020년_거주자_연령구간인구수","2020년_거주자_0~9세","2020년_거주자_10~19세","2020년_거주자_20~29세","2020년_거주자_30~39세","2020년_거주자_40~49세","2020년_거주자_50~59세","2020년_거주자_60~69세","2020년_거주자_70~79세","2020년_거주자_80~89세","2020년_거주자_90~99세","2020년_거주자_100세 이상","2020년_남_거주자_총인구수","2020년_남_거주자_연령구간인구수","2020년_남_거주자_0~9세","2020년_남_거주자_10~19세","2020년_남_거주자_20~29세","2020년_남_거주자_30~39세","2020년_남_거주자_40~49세","2020년_남_거주자_50~59세","2020년_남_거주자_60~69세","2020년_남_거주자_70~79세","2020년_남_거주자_80~89세","2020년_남_거주자_90~99세","2020년_남_거주자_100세 이상","2020년_여_거주자_총인구수","2020년_여_거주자_연령구간인구수","2020년_여_거주자_0~9세","2020년_여_거주자_10~19세","2020년_여_거주자_20~29세","2020년_여_거주자_30~39세","2020년_여_거주자_40~49세","2020년_여_거주자_50~59세","2020년_여_거주자_60~69세","2020년_여_거주자_70~79세","2020년_여_거주자_80~89세","2020년_여_거주자_90~99세","2020년_여_거주자_100세 이상"
"경기도 부천시 도당동(4119060000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24,344","24,344","1,741","2,789","3,787","3,233","4,492","4,761","2,124","1,035","345","36","1","12,535","12,535","906","1,486","2,021","1,703","2,310","2,490","1,107","404","102","6","0","11,809","11,809","835","1,303","1,766","1,530","2,182","2,271","1,017","631","243","30","1","23,882","23,882","1,650","2,584","3,776","3,040","4,219","4,823","2,320","1,054","382","33","1","12,275","12,275","847","1,363","2,045","1,620","2,137","2,526","1,189","431","114","3","0","11,607","11,607","803","1,221","1,731","1,420","2,082","2,297","1,131","623","268","30","1","23,100","23,100","1,521","2,326","3,592","2,959","3,834","4,807","2,484","1,115","416","45","1","11,920","11,920","802","1,246","1,908","1,620","1,971","2,488","1,280","472","128","5","0","11,180","11,180","719","1,080","1,684","1,339","1,863","2,319","1,204","643","288","40","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 심곡동(4119060300)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64,467","64,467","3,399","4,233","10,152","9,887","9,795","11,810","9,059","4,281","1,640","210","1","32,690","32,690","1,803","2,150","5,172","5,466","5,288","5,878","4,328","2,013","561","30","1","31,777","31,777","1,596","2,083","4,980","4,421","4,507","5,932","4,731","2,268","1,079","180","0","63,059","63,059","3,028","3,908","10,067","9,349","9,380","11,420","9,500","4,480","1,691","234","2","31,939","31,939","1,610","2,001","5,103","5,130","5,088","5,706","4,556","2,111","597","36","1","31,120","31,120","1,418","1,907","4,964","4,219","4,292","5,714","4,944","2,369","1,094","198","1"
"경기도 부천시 부천동(4119060600)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90,953","90,953","6,172","7,717","13,137","12,768","14,246","16,892","12,017","5,497","2,216","281","10","45,679","45,679","3,178","3,992","6,929","6,672","7,420","8,362","5,833","2,460","763","69","1","45,274","45,274","2,994","3,725","6,208","6,096","6,826","8,530","6,184","3,037","1,453","212","9","89,210","89,210","5,617","7,260","12,889","11,891","13,739","16,350","12,962","5,796","2,393","303","10","44,684","44,684","2,890","3,787","6,771","6,193","7,162","8,060","6,259","2,642","833","86","1","44,526","44,526","2,727","3,473","6,118","5,698","6,577","8,290","6,703","3,154","1,560","217","9"
"경기도 부천시 중동(4119061000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24,887","24,887","2,245","2,641","3,822","3,537","4,335","4,602","2,281","966","416","40","2","12,243","12,243","1,121","1,392","1,963","1,759","2,078","2,206","1,173","427","119","5","0","12,644","12,644","1,124","1,249","1,859","1,778","2,257","2,396","1,108","539","297","35","2","24,598","24,598","2,155","2,502","3,813","3,434","4,174","4,603","2,423","1,011","429","52","2","12,078","12,078","1,077","1,321","1,909","1,692","2,077","2,199","1,209","461","127","6","0","12,520","12,520","1,078","1,181","1,904","1,742","2,097","2,404","1,214","550","302","46","2","23,862","23,862","1,960","2,382","3,598","3,264","3,883","4,523","2,702","1,035","451","63","1","11,713","11,713","994","1,237","1,810","1,616","1,925","2,162","1,337","488","134","10","0","12,149","12,149","966","1,145","1,788","1,648","1,958","2,361","1,365","547","317","53","1","41,781","41,781","2,919","4,006","6,335","5,431","6,477","7,950","5,334","2,213","954","160","2","20,633","20,633","1,496","2,128","3,225","2,731","3,196","3,792","2,688","1,040","302","35","0","21,148","21,148","1,423","1,878","3,110","2,700","3,281","4,158","2,646","1,173","652","125","2","41,434","41,434","2,778","3,873","6,098","5,424","6,301","7,664","5,760","2,356","998","179","3","20,440","20,440","1,427","2,045","3,096","2,761","3,087","3,686","2,854","1,121","317","46","0","20,994","20,994","1,351","1,828","3,002","2,663","3,214","3,978","2,906","1,235","681","133","3"
"경기도 부천시 상동(4119062000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20,187","20,187","1,354","2,136","3,357","2,650","3,163","3,973","2,095","982","414","61","2","10,008","10,008","700","1,136","1,706","1,318","1,537","1,940","1,122","407","131","11","0","10,179","10,179","654","1,000","1,651","1,332","1,626","2,033","973","575","283","50","2","19,738","19,738","1,242","1,992","3,284","2,541","3,032","3,868","2,231","1,031","446","69","2","9,786","9,786","648","1,079","1,674","1,242","1,489","1,872","1,175","447","143","17","0","9,952","9,952","594","913","1,610","1,299","1,543","1,996","1,056","584","303","52","2","19,061","19,061","1,130","1,847","3,103","2,386","2,907","3,721","2,347","1,074","470","74","2","9,511","9,511","592","1,012","1,588","1,195","1,430","1,813","1,225","482","156","18","0","9,550","9,550","538","835","1,515","1,191","1,477","1,908","1,122","592","314","56","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 상1동(4119063000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25,848","25,848","2,842","2,628","3,498","4,942","4,510","4,020","2,159","878","327","44","0","12,728","12,728","1,486","1,349","1,738","2,433","2,219","1,868","1,136","376","111","12","0","13,120","13,120","1,356","1,279","1,760","2,509","2,291","2,152","1,023","502","216","32","0","25,523","25,523","2,685","2,602","3,287","4,872","4,419","3,939","2,372","935","363","49","0","12,563","12,563","1,392","1,335","1,640","2,419","2,162","1,813","1,248","429","114","11","0","12,960","12,960","1,293","1,267","1,647","2,453","2,257","2,126","1,124","506","249","38","0","25,946","25,946","2,532","2,514","3,397","4,870","4,464","4,058","2,607","1,045","389","69","1","12,697","12,697","1,307","1,262","1,673","2,449","2,169","1,862","1,354","496","108","17","0","13,249","13,249","1,225","1,252","1,724","2,421","2,295","2,196","1,253","549","281","52","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 중4동(4119064000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20,485","20,485","1,864","2,104","3,031","3,836","3,330","3,438","1,696","753","379","52","2","9,776","9,776","935","1,075","1,473","1,916","1,531","1,624","794","312","105","11","0","10,709","10,709","929","1,029","1,558","1,920","1,799","1,814","902","441","274","41","2","20,000","20,000","1,721","1,959","2,922","3,685","3,240","3,371","1,840","819","384","57","2","9,493","9,493","863","1,005","1,410","1,835","1,472","1,596","858","334","111","9","0","10,507","10,507","858","954","1,512","1,850","1,768","1,775","982","485","273","48","2","19,397","19,397","1,544","1,817","2,805","3,537","3,043","3,339","1,984","875","384","67","2","9,124","9,124","773","915","1,343","1,753","1,354","1,580","919","369","106","12","0","10,273","10,273","771","902","1,462","1,784","1,689","1,759","1,065","506","278","55","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 약대동(4119065000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18,901","18,901","1,880","1,830","2,958","3,295","3,036","3,485","1,564","580","247","24","2","9,508","9,508","968","930","1,546","1,669","1,511","1,720","834","251","73","5","1","9,393","9,393","912","900","1,412","1,626","1,525","1,765","730","329","174","19","1","19,449","19,449","1,932","1,785","2,972","3,341","3,131","3,602","1,747","657","248","31","3","9,784","9,784","995","915","1,562","1,702","1,556","1,763","909","303","70","7","2","9,665","9,665","937","870","1,410","1,639","1,575","1,839","838","354","178","24","1","19,107","19,107","1,785","1,690","2,885","3,195","2,994","3,617","1,949","667","285","38","2","9,606","9,606","926","871","1,502","1,622","1,521","1,745","1,014","314","83","7","1","9,501","9,501","859","819","1,383","1,573","1,473","1,872","935","353","202","31","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 중1동(4119066000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34,719","34,719","3,047","3,706","5,737","6,122","6,173","5,930","2,481","981","481","60","1","16,846","16,846","1,566","1,886","2,803","2,943","2,915","2,843","1,328","412","134","16","0","17,873","17,873","1,481","1,820","2,934","3,179","3,258","3,087","1,153","569","347","44","1","35,000","35,000","2,946","3,548","5,715","6,333","6,144","5,888","2,795","1,028","530","71","2","16,941","16,941","1,520","1,789","2,743","3,064","2,922","2,763","1,510","459","152","19","0","18,059","18,059","1,426","1,759","2,972","3,269","3,222","3,125","1,285","569","378","52","2","35,265","35,265","2,860","3,333","5,803","6,608","5,948","5,849","3,137","1,098","541","87","1","17,106","17,106","1,478","1,704","2,753","3,224","2,833","2,726","1,706","504","157","21","0","18,159","18,159","1,382","1,629","3,050","3,384","3,115","3,123","1,431","594","384","66","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 중2동(4119067000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33,194","33,194","2,785","3,735","5,416","4,911","5,343","6,233","3,047","1,092","552","79","1","16,198","16,198","1,469","1,885","2,736","2,369","2,505","2,924","1,642","487","161","20","0","16,996","16,996","1,316","1,850","2,680","2,542","2,838","3,309","1,405","605","391","59","1","33,186","33,186","2,731","3,566","5,306","4,980","5,198","6,171","3,393","1,194","554","92","1","16,227","16,227","1,444","1,838","2,688","2,421","2,430","2,847","1,817","563","158","21","0","16,959","16,959","1,287","1,728","2,618","2,559","2,768","3,324","1,576","631","396","71","1","32,636","32,636","2,617","3,404","5,070","4,876","4,994","6,027","3,661","1,301","584","99","3","15,937","15,937","1,367","1,741","2,556","2,377","2,357","2,774","1,938","629","178","19","1","16,699","16,699","1,250","1,663","2,514","2,499","2,637","3,253","1,723","672","406","80","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 중3동(4119068000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25,777","25,777","2,416","2,648","3,884","4,493","4,007","4,549","2,126","1,048","536","70","0","12,392","12,392","1,200","1,348","1,936","2,195","1,874","2,187","1,058","448","132","14","0","13,385","13,385","1,216","1,300","1,948","2,298","2,133","2,362","1,068","600","404","56","0","25,280","25,280","2,270","2,505","3,756","4,343","3,925","4,473","2,293","1,106","549","60","0","12,131","12,131","1,141","1,255","1,864","2,132","1,838","2,142","1,129","482","135","13","0","13,149","13,149","1,129","1,250","1,892","2,211","2,087","2,331","1,164","624","414","47","0","24,685","24,685","2,112","2,345","3,608","4,147","3,829","4,338","2,506","1,160","560","80","0","11,840","11,840","1,064","1,173","1,820","2,042","1,800","2,033","1,237","510","144","17","0","12,845","12,845","1,048","1,172","1,788","2,105","2,029","2,305","1,269","650","416","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 상2동(4119069000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32,048","32,048","3,979","4,481","4,353","5,314","6,091","4,957","1,742","740","341","48","2","15,734","15,734","1,997","2,346","2,194","2,487","2,850","2,580","886","289","94","9","2","16,314","16,314","1,982","2,135","2,159","2,827","3,241","2,377","856","451","247","39","0","31,657","31,657","3,875","4,294","4,317","5,122","6,005","4,884","1,933","802","359","63","3","15,488","15,488","1,962","2,227","2,169","2,378","2,799","2,511","993","333","105","10","1","16,169","16,169","1,913","2,067","2,148","2,744","3,206","2,373","940","469","254","53","2","30,817","30,817","3,599","4,054","4,187","4,902","5,738","4,994","2,077","822","382","60","2","15,132","15,132","1,827","2,099","2,117","2,267","2,718","2,525","1,101","352","114","11","1","15,685","15,685","1,772","1,955","2,070","2,635","3,020","2,469","976","470","268","49","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 상3동(4119070000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33,375","33,375","3,351","5,051","5,080","4,094","6,835","5,972","1,868","724","344","55","1","16,591","16,591","1,720","2,581","2,677","1,836","3,192","3,156","1,018","308","93","10","0","16,784","16,784","1,631","2,470","2,403","2,258","3,643","2,816","850","416","251","45","1","32,958","32,958","3,171","4,772","5,115","3,941","6,548","6,170","2,042","775","363","61","0","16,396","16,396","1,625","2,433","2,724","1,771","3,019","3,251","1,126","344","94","9","0","16,562","16,562","1,546","2,339","2,391","2,170","3,529","2,919","916","431","269","52","0","32,371","32,371","2,947","4,545","5,028","3,835","6,200","6,222","2,299","847","383","65","0","16,034","16,034","1,491","2,322","2,662","1,738","2,842","3,199","1,285","373","107","15","0","16,337","16,337","1,456","2,223","2,366","2,097","3,358","3,023","1,014","474","276","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 심곡본동(4119071000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18,089","18,089","1,226","1,405","2,534","2,861","2,921","3,158","2,316","1,179","433","56","0","9,001","9,001","658","712","1,317","1,521","1,504","1,475","1,106","555","141","12","0","9,088","9,088","568","693","1,217","1,340","1,417","1,683","1,210","624","292","44","0","17,430","17,430","1,072","1,337","2,459","2,645","2,733","3,031","2,372","1,273","447","61","0","8,635","8,635","579","706","1,270","1,402","1,391","1,402","1,122","598","153","12","0","8,795","8,795","493","631","1,189","1,243","1,342","1,629","1,250","675","294","49","0","16,589","16,589","950","1,266","2,310","2,403","2,490","2,980","2,345","1,306","470","69","0","8,179","8,179","523","670","1,207","1,254","1,265","1,369","1,099","622","154","16","0","8,410","8,410","427","596","1,103","1,149","1,225","1,611","1,246","684","316","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 심곡본1동(4119072000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18,459","18,459","1,080","1,528","2,799","2,881","2,937","3,494","2,208","1,081","412","35","4","9,226","9,226","544","775","1,444","1,596","1,488","1,685","1,051","487","150","6","0","9,233","9,233","536","753","1,355","1,285","1,449","1,809","1,157","594","262","29","4","17,988","17,988","1,003","1,400","2,689","2,699","2,827","3,409","2,317","1,155","443","45","1","9,012","9,012","509","705","1,414","1,485","1,466","1,623","1,118","525","161","6","0","8,976","8,976","494","695","1,275","1,214","1,361","1,786","1,199","630","282","39","1","18,055","18,055","948","1,351","2,606","2,644","2,755","3,499","2,515","1,217","467","53","0","9,075","9,075","483","681","1,380","1,461","1,433","1,700","1,197","559","169","12","0","8,980","8,980","465","670","1,226","1,183","1,322","1,799","1,318","658","298","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 송내1동(4119073000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23,738","23,738","1,950","2,146","3,640","3,872","3,667","4,300","2,551","1,133","420","58","1","11,801","11,801","1,001","1,120","1,897","1,995","1,805","2,025","1,291","510","143","14","0","11,937","11,937","949","1,026","1,743","1,877","1,862","2,275","1,260","623","277","44","1","23,629","23,629","1,875","2,077","3,642","3,747","3,596","4,251","2,759","1,173","446","63","0","11,701","11,701","964","1,101","1,893","1,917","1,761","1,983","1,391","522","159","10","0","11,928","11,928","911","976","1,749","1,830","1,835","2,268","1,368","651","287","53","0","22,869","22,869","1,647","1,963","3,398","3,547","3,398","4,158","2,981","1,218","490","68","1","11,281","11,281","841","1,028","1,762","1,835","1,662","1,964","1,452","546","181","9","1","11,588","11,588","806","935","1,636","1,712","1,736","2,194","1,529","672","309","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
